trade_id,trader_id,symbol,buy_date,sell_date,buy_value,sell_value,quantity,pnl
5016,42,INTC,2023-05-18,2023-05-19,13489.47,14269.68,13,780.21
5017,42,GOOGL,2023-05-20,2023-05-21,7955.79,7669.44,36,-286.36
5018,42,AAPL,2023-05-22,2023-05-24,16257.38,16381.22,30,123.84
5019,42,GOOGL,2023-05-22,2023-05-24,5569.36,5318.65,27,-250.72
5020,42,AAPL,2023-05-22,2023-05-24,18900.24,17867.93,59,-1032.31
5021,42,NVDA,2023-05-23,2023-05-27,10778.49,10503.51,80,-274.98
5022,42,GOOGL,2023-05-23,2023-05-24,7003.42,7294.4,93,290.98
5023,42,META,2023-05-23,2023-05-26,14403.06,15233.68,97,830.61
5024,42,MSFT,2023-05-25,2023-05-29,9326.91,9770.53,89,443.61
5025,42,AAPL,2023-05-25,2023-05-27,22457.41,24243.84,49,1786.43
5026,42,AMD,2023-05-26,2023-05-28,5278.19,5304.53,5,26.34
5027,42,MSFT,2023-05-27,2023-05-29,13887.22,14079.77,54,192.55
5028,42,MSFT,2023-05-29,2023-05-30,6842.82,6510.59,28,-332.24
5029,42,TSLA,2023-05-29,2023-05-31,16001.01,17516.3,14,1515.28
5030,42,META,2023-05-30,2023-06-01,18496.57,19040.05,22,543.49
5031,42,AMD,2023-06-01,2023-06-06,13401.76,13610.1,72,208.34
5032,42,NFLX,2023-06-03,2023-06-08,16976.14,17065.71,43,89.58
5033,42,INTC,2023-06-05,2023-06-07,17516.09,16925.55,69,-590.54
5034,42,NVDA,2023-06-07,2023-06-09,6282.81,6459.61,55,176.8
5035,42,AMZN,2023-06-08,2023-06-13,14966.93,14263.0,36,-703.92
5036,42,AAPL,2023-06-09,2023-06-12,19808.01,22300.08,28,2492.07
5037,42,TSLA,2023-06-11,2023-06-13,12417.48,12631.51,38,214.04
5038,42,INTC,2023-06-12,2023-06-17,7910.76,8501.0,12,590.25
5039,42,AAPL,2023-06-13,2023-06-14,14367.27,14030.06,17,-337.21
5040,42,AMD,2023-06-15,2023-06-17,13575.43,12026.98,90,-1548.45
5041,42,TSLA,2023-06-17,2023-06-18,7237.13,7219.64,62,-17.49
5042,42,NVDA,2023-06-19,2023-06-24,12177.6,13554.33,95,1376.73
5043,42,AMD,2023-06-21,2023-06-22,24165.06,23758.62,24,-406.43
5044,42,AAPL,2023-06-23,2023-06-25,14974.35,14943.32,31,-31.03
5045,42,MSFT,2023-06-23,2023-06-28,5479.73,5187.52,70,-292.21
5046,42,MSFT,2023-06-25,2023-06-27,10180.51,11716.51,71,1536.0
5047,42,MSFT,2023-06-27,2023-06-30,20037.07,19427.43,69,-609.64
5048,42,AMD,2023-06-29,2023-07-02,8524.98,8724.59,43,199.61
5049,42,TSLA,2023-06-30,2023-07-02,17822.32,17197.7,6,-624.62
5050,42,GOOGL,2023-06-30,2023-07-04,21839.73,20982.37,18,-857.37
5051,42,INTC,2023-06-30,2023-07-01,18780.26,20371.27,19,1591.01
5052,42,AMD,2023-07-02,2023-07-06,5771.95,6051.66,55,279.7
5053,42,AMZN,2023-07-02,2023-07-03,23005.01,23253.18,98,248.17
5054,42,META,2023-07-04,2023-07-08,20458.99,21667.97,88,1208.97
5055,42,AAPL,2023-07-04,2023-07-07,19526.18,22024.27,5,2498.1
5056,42,AAPL,2023-07-04,2023-07-05,12056.97,11446.23,89,-610.75
5057,42,NVDA,2023-07-06,2023-07-07,14312.7,14432.05,42,119.34
5058,42,GOOGL,2023-07-06,2023-07-11,7802.37,7959.22,11,156.86
5059,42,AMD,2023-07-06,2023-07-10,11165.67,11185.1,57,19.43
5060,42,INTC,2023-07-06,2023-07-09,7913.21,7087.93,81,-825.28
5061,42,AMZN,2023-07-06,2023-07-07,6403.67,6672.46,20,268.78
5062,42,MSFT,2023-07-08,2023-07-11,16631.35,17984.3,87,1352.95
5063,42,META,2023-07-09,2023-07-14,6169.86,5803.91,38,-365.95
5064,42,AMD,2023-07-11,2023-07-14,18698.12,18806.6,11,108.48
5065,43,AMD,2023-01-01,2023-01-10,99505.34,113932.79,63,14427.44
5066,43,NVDA,2023-01-04,2023-01-18,95825.25,95654.68,20,-170.57
5067,43,AMD,2023-01-05,2023-01-20,33667.89,28865.4,37,-4802.49
5068,43,AMZN,2023-01-12,2023-01-23,57280.78,58766.33,6,1485.55
5069,43,AMD,2023-01-19,2023-01-27,39084.45,37835.23,6,-1249.22
5070,43,AAPL,2023-01-23,2023-01-31,39556.2,37054.12,4,-2502.08
5071,43,META,2023-01-27,2023-02-07,78035.97,73406.06,1,-4629.91
5072,43,AMZN,2023-01-28,2023-02-02,75091.58,84882.86,45,9791.28
5073,43,AMD,2023-02-01,2023-02-04,73454.16,78262.48,93,4808.32
5074,43,TSLA,2023-02-04,2023-02-10,87437.59,91647.68,20,4210.09
5075,43,GOOGL,2023-02-09,2023-02-17,41960.13,46681.52,16,4721.38
5076,43,AMD,2023-02-14,2023-02-22,16967.58,18045.65,35,1078.07
5077,43,AAPL,2023-02-16,2023-02-21,62496.86,73506.68,48,11009.81
5078,43,INTC,2023-02-19,2023-02-26,57602.6,65027.15,22,7424.55
5079,43,AMD,2023-02-22,2023-03-02,37903.42,35838.5,6,-2064.92
5080,43,NFLX,2023-02-28,2023-03-13,54256.65,54397.53,81,140.88
5081,43,GOOGL,2023-03-01,2023-03-03,50106.67,48878.1,27,-1228.57
5082,43,AMD,2023-03-05,2023-03-13,75869.53,79668.76,79,3799.23
5083,43,AAPL,2023-03-10,2023-03-19,35763.25,43156.45,46,7393.2
5084,43,AMD,2023-03-15,2023-03-29,62746.37,64266.56,100,1520.19
5085,43,AAPL,2023-03-20,2023-03-24,30628.53,30654.04,9,25.51
5086,43,MSFT,2023-03-22,2023-03-28,90047.18,101875.16,7,11827.98
5087,43,AMD,2023-03-29,2023-04-13,38370.24,41159.75,33,2789.51
5088,43,AAPL,2023-04-02,2023-04-05,37183.17,36392.95,68,-790.22
5089,43,META,2023-04-07,2023-04-13,72742.12,71424.67,94,-1317.45
5090,43,AMD,2023-04-13,2023-04-28,59581.61,59453.97,23,-127.64
5091,43,AMD,2023-04-19,2023-04-28,65158.44,66188.5,32,1030.05
5092,43,GOOGL,2023-04-23,2023-04-28,68878.32,63788.91,92,-5089.41
5093,43,TSLA,2023-04-27,2023-05-07,76970.34,75761.84,9,-1208.5
5094,43,MSFT,2023-05-03,2023-05-09,65451.9,65351.45,20,-100.45
5095,43,INTC,2023-05-05,2023-05-09,29052.3,30170.68,52,1118.38
5096,43,NVDA,2023-05-11,2023-05-23,42537.49,41113.38,93,-1424.12
5097,43,META,2023-05-14,2023-05-24,74951.54,82478.93,83,7527.39
5098,43,AAPL,2023-05-19,2023-05-27,88719.13,92999.86,21,4280.73
5099,43,NVDA,2023-05-22,2023-05-27,87658.96,85875.7,97,-1783.27
5100,43,AMD,2023-05-26,2023-06-02,63439.01,59923.05,93,-3515.96
5101,43,META,2023-06-01,2023-06-09,17214.94,18353.89,14,1138.95
5102,43,NFLX,2023-06-03,2023-06-17,27019.57,27336.41,11,316.84
5103,43,META,2023-06-06,2023-06-21,87065.45,80541.46,50,-6524.0
5104,43,AMZN,2023-06-07,2023-06-19,35579.14,36182.24,21,603.11
5105,43,META,2023-06-11,2023-06-25,41929.5,43957.92,97,2028.43
5106,43,NVDA,2023-06-14,2023-06-29,85970.32,92557.23,6,6586.91
5107,43,AMZN,2023-06-21,2023-06-29,48869.77,50876.15,30,2006.38
5108,43,NVDA,2023-06-28,2023-07-05,15345.94,16423.85,88,1077.91
5109,43,AAPL,2023-07-03,2023-07-09,83639.09,86109.95,94,2470.85
5110,43,TSLA,2023-07-05,2023-07-17,35281.05,38641.41,61,3360.35
5111,43,META,2023-07-06,2023-07-12,95214.92,92248.88,36,-2966.04
5112,43,AMD,2023-07-10,2023-07-20,33920.72,37649.77,68,3729.05
5113,43,MSFT,2023-07-15,2023-07-17,71018.33,77075.09,29,6056.75
5114,43,AMD,2023-07-22,2023-07-29,49552.6,50848.84,72,1296.24
5115,43,AMZN,2023-07-24,2023-08-03,80511.42,84337.81,36,3826.4
5116,43,INTC,2023-07-26,2023-08-08,79833.28,72775.77,60,-7057.52
5117,43,AMZN,2023-07-28,2023-08-12,51322.9,52494.81,8,1171.9
5118,43,AAPL,2023-08-03,2023-08-05,47371.29,45550.11,88,-1821.18
5119,43,GOOGL,2023-08-06,2023-08-21,60380.74,66330.21,31,5949.47
5120,43,AMZN,2023-08-09,2023-08-14,15802.47,16159.82,98,357.34
5121,43,META,2023-08-11,2023-08-16,46065.89,46324.59,68,258.7
5122,43,MSFT,2023-08-18,2023-08-29,42359.09,37547.39,91,-4811.7
5123,43,NVDA,2023-08-21,2023-08-29,30159.09,29277.29,29,-881.8
5124,43,MSFT,2023-08-27,2023-09-10,24306.02,22726.62,12,-1579.4
5125,43,AMD,2023-08-28,2023-09-10,47652.2,51462.25,59,3810.05
5126,43,AMD,2023-09-02,2023-09-11,90806.97,97693.47,16,6886.5
5127,43,GOOGL,2023-09-08,2023-09-10,50011.94,59464.67,26,9452.73
5128,43,GOOGL,2023-09-13,2023-09-24,89008.11,88880.73,81,-127.38
5129,43,TSLA,2023-09-14,2023-09-23,16467.88,16451.93,18,-15.95
5130,43,AAPL,2023-09-16,2023-09-28,59863.78,57523.19,29,-2340.59
5131,43,MSFT,2023-09-19,2023-09-27,41598.03,39857.61,5,-1740.42
5132,43,AMD,2023-09-26,2023-09-29,79942.62,86808.44,79,6865.82
5133,43,TSLA,2023-10-03,2023-10-12,26525.6,29509.44,42,2983.84
5134,43,TSLA,2023-10-10,2023-10-13,60007.19,66268.83,65,6261.64
5135,43,AMD,2023-10-14,2023-10-28,79776.35,80647.87,93,871.52
5136,43,GOOGL,2023-10-19,2023-10-21,47683.72,55918.5,24,8234.78
5137,43,INTC,2023-10-20,2023-11-04,40613.58,42999.56,4,2385.98
5138,43,TSLA,2023-10-21,2023-10-24,45294.64,50531.43,100,5236.79
5139,43,INTC,2023-10-24,2023-10-27,45858.66,43649.3,17,-2209.36
5140,43,TSLA,2023-10-29,2023-11-08,28220.2,31523.94,32,3303.74
5141,43,NFLX,2023-10-30,2023-11-06,16217.74,16551.19,82,333.45
5142,43,INTC,2023-11-03,2023-11-09,41596.79,47868.02,37,6271.23
5143,43,AAPL,2023-11-09,2023-11-12,66694.39,71024.99,54,4330.6
5144,43,TSLA,2023-11-15,2023-11-26,47976.59,50330.13,28,2353.53
5145,43,NVDA,2023-11-21,2023-11-28,33606.94,30362.84,45,-3244.1
5146,43,INTC,2023-11-26,2023-11-28,68812.54,67030.77,40,-1781.77
5147,43,AMD,2023-11-27,2023-11-30,76266.24,79574.96,16,3308.72
5148,43,META,2023-12-04,2023-12-16,37894.72,39625.98,74,1731.26
5149,43,GOOGL,2023-12-11,2023-12-14,35605.93,34053.05,38,-1552.88
5150,43,NFLX,2023-12-16,2023-12-21,61509.37,59355.34,68,-2154.03
5151,43,INTC,2023-12-20,2023-12-27,47517.98,52042.99,4,4525.01
5152,43,GOOGL,2023-12-27,2023-12-31,38635.18,38981.67,53,346.49
5153,43,NVDA,2024-01-03,2024-01-07,31335.1,29143.84,93,-2191.27
5154,43,AMD,2024-01-10,2024-01-15,18245.19,20068.11,78,1822.92
5155,43,NFLX,2024-01-15,2024-01-19,62504.25,58473.64,31,-4030.61
5156,43,TSLA,2024-01-16,2024-01-22,104273.57,109863.82,44,5590.25
5157,43,AAPL,2024-01-19,2024-01-22,34671.04,35837.21,33,1166.18
5158,43,META,2024-01-20,2024-02-02,39749.99,39805.9,94,55.91
5159,43,TSLA,2024-01-26,2024-01-30,47176.22,55219.85,69,8043.62
5160,43,AAPL,2024-01-31,2024-02-13,33943.43,35315.65,47,1372.22
5161,43,GOOGL,2024-02-01,2024-02-15,78544.63,85783.48,44,7238.84
5162,43,TSLA,2024-02-08,2024-02-17,25604.25,23341.44,55,-2262.81
5163,43,AMD,2024-02-12,2024-02-26,36393.56,42615.17,6,6221.6
5164,43,NVDA,2024-02-18,2024-03-02,79191.07,84609.86,15,5418.79
5165,43,AAPL,2024-02-19,2024-02-27,42697.43,42358.83,3,-338.6
5166,43,AMD,2024-02-26,2024-03-02,37695.96,38858.91,8,1162.95
5167,43,TSLA,2024-03-04,2024-03-09,33263.64,34401.92,50,1138.29
5168,43,AAPL,2024-03-07,2024-03-18,37244.89,35964.42,98,-1280.47
5169,43,NFLX,2024-03-08,2024-03-16,71334.96,66063.05,88,-5271.91
5170,43,GOOGL,2024-03-10,2024-03-13,63833.3,61066.6,96,-2766.71
5171,43,GOOGL,2024-03-13,2024-03-16,38002.35,39570.88,99,1568.53
5172,43,AAPL,2024-03-15,2024-03-21,88350.42,85718.85,46,-2631.57
5173,43,AMD,2024-03-18,2024-04-02,41855.87,42345.74,66,489.87
5174,43,MSFT,2024-03-22,2024-03-26,57244.16,58267.32,74,1023.16
5175,43,TSLA,2024-03-26,2024-04-04,42701.79,42878.27,63,176.47
5176,43,NVDA,2024-04-01,2024-04-15,48811.55,47342.37,83,-1469.18
5177,43,META,2024-04-06,2024-04-17,46580.34,48847.09,68,2266.75
5178,43,MSFT,2024-04-08,2024-04-14,33130.17,33444.29,6,314.12
5179,43,AAPL,2024-04-14,2024-04-19,33618.53,35704.88,71,2086.35
5180,43,GOOGL,2024-04-17,2024-05-01,50909.99,55224.21,58,4314.22
5181,43,NFLX,2024-04-22,2024-04-29,71216.38,71831.94,31,615.56
5182,43,AMD,2024-04-25,2024-05-10,56708.85,58012.26,71,1303.41
5183,43,GOOGL,2024-05-01,2024-05-05,80854.07,81188.96,6,334.89
5184,43,INTC,2024-05-05,2024-05-10,95590.02,92252.31,48,-3337.71
5185,43,MSFT,2024-05-11,2024-05-24,35269.29,36762.74,7,1493.45
5186,43,AAPL,2024-05-12,2024-05-24,57058.4,58643.69,58,1585.29
5187,43,AMD,2024-05-15,2024-05-26,32934.59,34074.72,7,1140.13
5188,43,MSFT,2024-05-22,2024-05-29,31021.54,32258.32,75,1236.79
5189,43,INTC,2024-05-27,2024-06-10,41628.94,38058.23,37,-3570.71
5190,43,NFLX,2024-05-30,2024-06-03,47142.54,46503.07,92,-639.47
5191,43,TSLA,2024-05-31,2024-06-06,57874.53,54472.18,22,-3402.35
5192,43,INTC,2024-06-05,2024-06-19,62446.51,56729.53,91,-5716.98
5193,43,INTC,2024-06-10,2024-06-21,38636.06,41936.99,54,3300.93
5194,43,META,2024-06-16,2024-06-27,70048.74,80964.58,49,10915.84
5195,43,INTC,2024-06-23,2024-07-08,51180.41,56450.98,83,5270.57
5196,43,NFLX,2024-06-28,2024-07-12,42683.18,41905.26,96,-777.92
5197,43,NVDA,2024-07-03,2024-07-06,48339.26,47501.22,38,-838.04
5198,43,INTC,2024-07-08,2024-07-18,56197.11,57747.89,47,1550.78
5199,43,GOOGL,2024-07-15,2024-07-23,48638.44,54021.19,73,5382.75
5200,43,MSFT,2024-07-21,2024-07-25,21793.46,22834.21,73,1040.75
5201,43,AMD,2024-07-24,2024-07-30,56374.96,61625.98,99,5251.02
5202,43,GOOGL,2024-07-25,2024-07-31,64272.01,62800.68,80,-1471.33
5203,43,NVDA,2024-07-30,2024-08-03,76887.26,78834.05,14,1946.79
5204,43,META,2024-08-01,2024-08-16,45040.68,44911.97,29,-128.71
5205,43,TSLA,2024-08-08,2024-08-22,38191.48,29081.02,100,-9110.46
5206,43,AAPL,2024-08-10,2024-08-18,57215.52,55298.07,72,-1917.45
5207,43,AAPL,2024-08-15,2024-08-23,30914.47,35284.4,90,4369.93
5208,43,TSLA,2024-08-20,2024-08-30,30971.74,34120.16,20,3148.42
5209,43,TSLA,2024-08-24,2024-09-05,67155.52,72833.68,59,5678.17
5210,43,NVDA,2024-08-25,2024-08-27,35128.85,35501.68,57,372.82
5211,43,AMD,2024-08-31,2024-09-13,52352.68,54482.35,40,2129.68
5212,43,INTC,2024-09-02,2024-09-15,48476.56,51976.5,67,3499.94
5213,43,INTC,2024-09-04,2024-09-09,44121.03,46388.56,86,2267.53
5214,43,AMD,2024-09-07,2024-09-14,73176.81,66013.86,32,-7162.95
5215,43,AAPL,2024-09-13,2024-09-17,34147.39,30618.31,72,-3529.08
5216,43,AAPL,2024-09-19,2024-10-04,68085.62,71916.03,37,3830.42
5217,43,MSFT,2024-09-26,2024-10-03,80269.36,75085.36,85,-5184.0
5218,43,INTC,2024-09-30,2024-10-04,41980.09,42586.13,73,606.04
5219,43,AMD,2024-10-06,2024-10-14,78363.35,73780.35,4,-4583.0
5220,43,TSLA,2024-10-09,2024-10-23,40872.21,38636.16,19,-2236.05
5221,43,AMD,2024-10-16,2024-10-27,68618.36,68964.4,46,346.03
5222,43,META,2024-10-23,2024-11-04,72896.63,66633.56,56,-6263.07
5223,43,TSLA,2024-10-25,2024-10-28,36911.37,37652.61,71,741.24
5224,43,TSLA,2024-11-01,2024-11-12,28726.65,29528.96,45,802.31
5225,43,AAPL,2024-11-05,2024-11-17,25213.68,26005.03,28,791.35
5226,43,MSFT,2024-11-06,2024-11-16,50263.96,49318.09,55,-945.87
5227,43,NVDA,2024-11-10,2024-11-22,60992.2,57595.38,88,-3396.82
5228,43,AMZN,2024-11-17,2024-12-01,26230.56,27892.01,68,1661.45
5229,43,MSFT,2024-11-19,2024-11-30,42764.19,42368.85,97,-395.34
5230,43,META,2024-11-22,2024-11-28,40364.73,39832.52,25,-532.21
5231,43,GOOGL,2024-11-29,2024-12-07,45675.65,42736.66,20,-2938.99
5232,43,META,2024-12-04,2024-12-15,67186.46,76202.58,99,9016.12
5233,43,AAPL,2024-12-11,2024-12-26,89037.11,100416.0,35,11378.9
5234,43,NFLX,2024-12-16,2024-12-31,52609.19,51132.23,22,-1476.96
5235,43,AAPL,2024-12-17,2024-12-31,55936.8,49314.83,1,-6621.97
5236,43,TSLA,2024-12-19,2024-12-31,25231.44,24248.82,66,-982.61
5237,43,MSFT,2024-12-26,2025-01-06,74680.32,72232.59,50,-2447.74
5238,43,TSLA,2024-12-30,2025-01-01,39274.74,39705.53,98,430.79
5239,43,MSFT,2024-12-31,2025-01-10,47195.33,48095.08,10,899.75
5240,43,AMZN,2025-01-02,2025-01-14,98583.66,89571.13,79,-9012.53
5241,43,AAPL,2025-01-04,2025-01-19,23820.34,27448.91,4,3628.57
5242,43,AAPL,2025-01-11,2025-01-14,35416.25,40456.34,68,5040.1
5243,44,MSFT,2023-01-01,2023-01-04,7788.22,7865.35,78,77.13
5244,44,TSLA,2023-01-03,2023-01-06,19835.45,21057.86,59,1222.41
5245,44,GOOGL,2023-01-03,2023-01-05,5652.11,5233.69,67,-418.42
5246,44,TSLA,2023-01-05,2023-01-10,24055.22,23040.72,83,-1014.5
5247,44,AMZN,2023-01-06,2023-01-08,11355.51,10535.79,94,-819.72
5248,44,META,2023-01-06,2023-01-08,14256.41,13868.46,36,-387.96
5249,44,NFLX,2023-01-08,2023-01-09,15516.56,16722.2,57,1205.64
5250,44,NVDA,2023-01-09,2023-01-14,11687.67,12274.4,51,586.72
5251,44,NVDA,2023-01-10,2023-01-11,14184.68,12201.19,58,-1983.48
5252,44,NVDA,2023-01-12,2023-01-16,7742.94,7839.6,86,96.66
5253,44,AAPL,2023-01-13,2023-01-18,8105.58,8785.58,45,679.99
5254,44,NFLX,2023-01-13,2023-01-18,14023.79,14264.24,96,240.44
5255,44,NVDA,2023-01-13,2023-01-17,14132.36,15243.39,7,1111.03
5256,44,MSFT,2023-01-14,2023-01-19,7178.21,7687.38,78,509.17
5257,44,AMD,2023-01-16,2023-01-19,12442.54,12264.17,51,-178.37
5258,44,GOOGL,2023-01-16,2023-01-21,11319.6,11605.65,9,286.05
5259,44,GOOGL,2023-01-17,2023-01-19,11273.04,11615.29,59,342.25
5260,44,AMZN,2023-01-17,2023-01-18,11240.09,11141.42,41,-98.67
5261,44,TSLA,2023-01-17,2023-01-19,5253.44,5353.73,45,100.29
5262,44,MSFT,2023-01-17,2023-01-18,9917.69,9625.42,70,-292.27
5263,44,NVDA,2023-01-18,2023-01-22,6912.61,6466.47,27,-446.13
5264,44,NVDA,2023-01-18,2023-01-19,17586.96,17524.03,78,-62.93
5265,44,GOOGL,2023-01-18,2023-01-19,10887.32,11659.09,15,771.77
5266,44,AMZN,2023-01-19,2023-01-23,11363.89,11170.84,66,-193.04
5267,44,AMD,2023-01-19,2023-01-21,8538.79,10196.4,64,1657.61
5268,44,MSFT,2023-01-20,2023-01-25,13368.8,13357.78,49,-11.02
5269,44,MSFT,2023-01-21,2023-01-23,7292.86,7313.18,58,20.32
5270,44,META,2023-01-21,2023-01-26,13119.09,13948.41,40,829.31
5271,44,NVDA,2023-01-22,2023-01-27,14855.37,15243.48,93,388.11
5272,44,NVDA,2023-01-22,2023-01-27,9002.87,8579.42,7,-423.45
5273,44,AAPL,2023-01-23,2023-01-27,10434.64,10368.49,66,-66.15
5274,44,META,2023-01-24,2023-01-25,12958.7,12648.61,36,-310.09
5275,44,GOOGL,2023-01-25,2023-01-26,10439.08,11448.86,58,1009.78
5276,44,NFLX,2023-01-25,2023-01-28,6051.88,6494.59,51,442.71
5277,44,NFLX,2023-01-25,2023-01-30,10644.18,10082.9,19,-561.28
5278,44,NVDA,2023-01-25,2023-01-29,13315.8,13621.78,66,305.98
5279,44,NVDA,2023-01-27,2023-01-29,8155.23,8151.04,2,-4.2
5280,44,AMD,2023-01-27,2023-01-28,9374.13,8900.49,76,-473.65
5281,44,GOOGL,2023-01-28,2023-01-30,9859.93,9446.74,81,-413.19
5282,44,NVDA,2023-01-28,2023-01-31,8166.3,7643.24,54,-523.06
5283,44,NFLX,2023-01-30,2023-02-04,7900.38,7949.89,44,49.51
5284,44,TSLA,2023-02-01,2023-02-06,13151.1,13475.85,30,324.74
5285,44,MSFT,2023-02-02,2023-02-04,14636.31,14369.09,32,-267.21
5286,44,AMZN,2023-02-04,2023-02-09,24789.22,25491.48,70,702.26
5287,44,GOOGL,2023-02-04,2023-02-08,19137.55,19486.62,44,349.07
5288,44,AAPL,2023-02-04,2023-02-09,18501.75,18068.8,95,-432.95
5289,44,AMD,2023-02-05,2023-02-09,6807.05,6881.64,76,74.59
5290,44,MSFT,2023-02-07,2023-02-11,14808.57,15396.86,88,588.29
5291,44,AAPL,2023-02-08,2023-02-12,9243.04,9607.8,90,364.76
5292,44,TSLA,2023-02-09,2023-02-13,21230.79,22371.14,31,1140.35
5293,44,AMZN,2023-02-10,2023-02-15,20747.21,20034.42,2,-712.8
5294,44,NVDA,2023-02-10,2023-02-11,18030.05,17601.84,70,-428.21
5295,44,NVDA,2023-02-11,2023-02-12,14799.29,14594.32,22,-204.97
5296,44,AMZN,2023-02-13,2023-02-15,11235.12,12133.58,45,898.46
5297,44,AMZN,2023-02-15,2023-02-17,7451.48,7775.54,51,324.06
5298,44,NFLX,2023-02-15,2023-02-16,9740.98,9333.39,70,-407.59
5299,44,TSLA,2023-02-16,2023-02-17,14354.38,15023.7,34,669.31
5300,44,MSFT,2023-02-18,2023-02-23,7932.61,7647.88,94,-284.73
5301,44,NVDA,2023-02-18,2023-02-23,13612.51,14696.76,99,1084.25
5302,44,AMZN,2023-02-20,2023-02-21,16531.96,18750.69,18,2218.73
5303,45,INTC,2023-01-01,2023-01-11,31400.03,32171.63,72,771.61
5304,45,GOOGL,2023-01-01,2023-01-10,25481.11,26848.68,35,1367.57
5305,45,AMD,2023-01-06,2023-01-13,32319.4,30693.58,78,-1625.82
5306,45,NVDA,2023-01-10,2023-01-15,61360.21,56168.65,3,-5191.56
5307,45,AAPL,2023-01-14,2023-01-17,36087.29,35897.75,43,-189.54
5308,45,GOOGL,2023-01-14,2023-01-24,41454.06,36916.41,94,-4537.65
5309,45,INTC,2023-01-19,2023-01-28,30097.53,30377.06,93,279.52
5310,45,NVDA,2023-01-22,2023-01-27,30917.92,34014.37,38,3096.45
5311,45,INTC,2023-01-26,2023-01-31,15845.0,13243.53,44,-2601.47
5312,45,MSFT,2023-01-30,2023-02-08,15978.64,15838.14,81,-140.5
5313,45,NFLX,2023-02-03,2023-02-05,33822.73,30661.73,45,-3160.99
5314,45,AAPL,2023-02-05,2023-02-14,30095.15,30982.16,59,887.01
5315,45,NVDA,2023-02-09,2023-02-17,11480.63,11293.87,46,-186.76
5316,45,NFLX,2023-02-09,2023-02-13,17017.89,16614.8,52,-403.09
5317,45,AMD,2023-02-13,2023-02-20,35087.95,35681.73,26,593.78
5318,45,NFLX,2023-02-16,2023-02-19,17690.32,18412.24,79,721.92
5319,45,MSFT,2023-02-16,2023-02-21,28998.64,27012.4,100,-1986.24
5320,45,NFLX,2023-02-19,2023-03-01,32928.7,35862.65,93,2933.95
5321,45,NFLX,2023-02-19,2023-02-27,7689.67,7238.15,69,-451.52
5322,45,INTC,2023-02-23,2023-03-02,20548.94,23063.01,20,2514.07
5323,45,NFLX,2023-02-27,2023-03-09,20523.73,21434.4,65,910.67
5324,45,AMD,2023-03-02,2023-03-05,12122.62,12864.55,41,741.93
5325,45,AAPL,2023-03-03,2023-03-13,24863.79,24919.7,64,55.91
5326,45,AMD,2023-03-04,2023-03-13,33425.66,37731.29,88,4305.64
5327,45,NVDA,2023-03-06,2023-03-07,7977.2,7522.46,83,-454.74
5328,45,META,2023-03-09,2023-03-13,29469.48,31551.52,7,2082.04
5329,45,TSLA,2023-03-11,2023-03-12,17867.05,20131.84,47,2264.79
5330,45,AMZN,2023-03-16,2023-03-23,20800.34,17374.75,80,-3425.58
5331,45,AAPL,2023-03-21,2023-03-29,26983.52,23958.66,5,-3024.86
5332,45,AMD,2023-03-25,2023-03-27,28283.28,29352.88,36,1069.6
5333,45,AMZN,2023-03-26,2023-03-29,28971.15,29206.38,44,235.23
5334,45,AMD,2023-03-31,2023-04-05,25743.66,25939.57,24,195.91
5335,45,TSLA,2023-04-02,2023-04-09,12549.11,12543.89,76,-5.23
5336,45,INTC,2023-04-05,2023-04-09,34257.54,31760.54,46,-2497.0
5337,45,GOOGL,2023-04-06,2023-04-11,20018.82,19653.34,82,-365.48
5338,45,INTC,2023-04-07,2023-04-10,17942.3,17418.91,69,-523.39
5339,45,GOOGL,2023-04-12,2023-04-17,27845.0,26665.79,29,-1179.21
5340,45,AMZN,2023-04-15,2023-04-24,20688.41,23465.71,14,2777.29
5341,45,MSFT,2023-04-19,2023-04-26,16977.39,16782.54,34,-194.86
5342,45,AMZN,2023-04-20,2023-04-26,45130.98,45559.09,69,428.11
5343,45,TSLA,2023-04-21,2023-04-29,11797.88,11892.19,44,94.3
5344,45,TSLA,2023-04-22,2023-04-25,9604.81,9231.62,22,-373.2
5345,45,GOOGL,2023-04-26,2023-05-06,17841.24,16557.48,89,-1283.77
5346,45,AMZN,2023-04-27,2023-05-03,18666.3,17173.06,78,-1493.24
5347,45,MSFT,2023-05-01,2023-05-03,21895.66,20495.02,65,-1400.64
5348,45,AMZN,2023-05-02,2023-05-11,60850.18,66621.81,51,5771.63
5349,45,NFLX,2023-05-07,2023-05-13,13518.88,13795.36,83,276.48
5350,45,AMD,2023-05-07,2023-05-16,7839.36,8148.5,50,309.14
5351,45,AMZN,2023-05-09,2023-05-15,25135.01,20987.69,79,-4147.33
5352,45,META,2023-05-09,2023-05-17,66125.76,58789.56,37,-7336.2
5353,45,META,2023-05-14,2023-05-18,49339.78,47515.29,25,-1824.49
5354,45,AMD,2023-05-14,2023-05-24,34392.07,33009.01,87,-1383.06
5355,45,NFLX,2023-05-14,2023-05-24,38208.87,36493.67,15,-1715.2
5356,45,AAPL,2023-05-14,2023-05-24,45495.23,41604.09,22,-3891.14
5357,45,AMZN,2023-05-17,2023-05-21,32782.99,35062.72,91,2279.73
5358,45,AAPL,2023-05-21,2023-05-31,16205.18,15848.22,35,-356.96
